image_id,caption
17027,"The image shows a book cover titled ""The Misadventures of Sherlock Holmes,"" featuring illustrations of a detective and a woman."
17028,"A woman and a man are engaged in discussion, examining a document in a casual setting. Both wear informal clothing."
17029,"A man in a baseball uniform holds a medal, surrounded by people in jackets and flags at a softball tournament."
17030,"Cover of **International Science-Fiction** magazine, June edition. Features a spaceship illustration with country names listed below."
17031,"A basketball player, Ranidel de Ocampo, wears a white sports uniform with the number 33, posing confidently."
17032,"The image features three vintage-style posters promoting social media platforms: Facebook, Twitter, and Google+. Each emphasizes a call to action."
17033,"A sticker on a wall displays an illustration of a laptop with a coffee cup, promoting multitasking."
17034,"A bottle of wine labeled ""Hospices de Beaune Corton,"" resting on a wooden surface."
17035,"Two boxes of SugarBabe products are displayed, featuring a simple design with a logo and soft color palette."
17036,A black computer keyboard with a built-in display screen positioned above the function keys.
17037,"A vintage book cover featuring ""Doc Savage: The Gold Ogre,"" depicting a muscular hero and a shadowy figure."
17038,"The image depicts a land vehicle resembling a rover, positioned near a spacecraft on a lunar surface."
17039,"Three Philips computer monitors displayed for sale, with a bold ""ONLINE FOR SALE"" banner across the image."
17040,"The image features two signs: one advocating to ""Stop Ho Abuse NOW!"" with a serious tone, and another promoting ""Camp Bordello"" with playful activities."
17041,"Two women pose together, wearing tank tops with graphic designs. One shirt features ""Pulp Fiction,"" while the other reads ""From Russia with Love."""
17042,"A person is seated in the cockpit of a red and white airplane, preparing for flight."
17043,"The image features an IBM PS/1 multimedia computer system complete with a keyboard, monitor, speakers, and a tower unit."
17044,"A lit charcoal chimney starter sits on a grill, flames rising, with a bag of charcoal nearby."
17045,Three coaches in blue Texas Rangers uniforms walk on a baseball field. They appear focused and engaged.
17046,"A large glass bottle filled with amber liquid sits on a windowsill, next to a small blue vase."
17047,"Modern university building named ""University Hall,"" featuring large glass windows and a distinctive architectural design."
17048,A hand holds a graduated glass beaker containing layered green and amber liquids.
17049,"A colorful tin can labeled ""Cream of Tomato Soup"" from Tesco, featuring a pink and white striped design."
17050,"Sign for the Regimental Museum featuring The Ontario Regiment (RCAC), highlighting tank collections and visiting hours."
17051,"A gray printer is sitting on a wooden table, with a sheet of white paper partially ejected from it."
17052,"A vibrant flat lay featuring roses, makeup products, a necklace, and colorful heart candies, perfect for Valentine's Day."
17053,"A black and white cow crosses a street near parked cars, including a yellow taxi and white van."
17054,"A poster for ""Fable Legends,"" featuring a heroic character with a sword, surrounded by shadowy figures in a lush forest backdrop."
17055,"A bearded man holds a gun, wearing a suit, with a cityscape in the background. The poster reads ""MONTANA."""
17056,"Nestlé's orange soda bottle, labeled 'Nestbitt's of California,' sweetened with cane sugar, established in 1924."
17057,"A white van is parked near a traffic signal, with a police officer directing traffic in a tropical setting."
17058,"A boy with short hair is wearing a blue tank top, expressing excitement or surprise with a wide-open mouth."
17059,"Poster titled ""Split Loyalties: Fraser Valley Mennonite Service in the Second World War"" by Michael Schmidt, featuring text and images related to the topic."
17060,"The image features a small black component with specified dimensions, set against a background of a laptop and computer screen."
17061,Three BlackBerry smartphones are displayed side by side. Each has a physical keyboard and distinct designs.
17062,"A person with long hair gestures while another, wearing a headset, sits at a desk with a computer monitor and keyboard."
17063,"A football match in progress, with players from two teams competing, and a large crowd in the stands."
17064,"Three metal tokens are displayed, each inscribed with ""GOOD-TIME TOKEN,"" resting on a dark surface."
17065,"A woman in a red shirt plays table tennis, holding a racket, focused on the game."
17066,"Three computer monitors are displaying Google search pages, arranged in a curved setup on a wooden desk. A keyboard is positioned in front."
17067,"Two boys wearing blue Cubs sports uniforms and caps smile for the camera, surrounded by a crowd."
17068,A festive card features a cute bird design and an envelope with a Christmas greeting.
17069,"Trade show booth with Eletrobras branding, featuring displays, people interacting, and plants for decoration."
17070,"A boy in a blue sports uniform stands at home plate, preparing to bat in a baseball game."
17071,"A Thai Airways Airbus A380 aircraft is taxiing on the runway, featuring purple and white branding."
17072,"Two fighters engage in a boxing match. One wears black shorts, the other yellow with blue. A referee is present."
17073,"Two bottles of Oishi Green Tea are shown, one original (green) and one honey lemon flavor (yellow)."
17074,"A person is using a blender filled with fresh herbs and vegetables, preparing a healthy drink or sauce."
17075,"Poster discussing map projections, highlighting that ""maps are not true for all purposes"" with examples: Conic, Mercator, Azimuthal."
